City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
691,Alappuzha,IN,9.49,76.3264,81.54,73,0,11.01,clear sky
692,Aswan,EG,24.0934,32.907,86.2,22,12,5.93,few clouds
693,Dodge City,US,37.7528,-100.0171,82.63,56,0,5.99,clear sky
694,Kautokeino,NO,69.0125,23.0412,47.79,83,100,5.03,overcast clouds
695,Thinadhoo,MV,0.5333,72.9333,81.41,73,35,1.43,scattered clouds
696,Chapleau,CA,47.8405,-83.4034,51.51,88,100,5.97,light rain
697,Matagami,CA,49.7502,-77.6328,43.11,77,40,4.14,scattered clouds
698,Mangaratiba,BR,-22.9597,-44.0406,55.74,75,99,5.08,overcast clouds
699,Mogok,MM,22.9167,96.5,74.88,77,99,4.59,overcast clouds
700,Joshimath,IN,30.5667,79.5667,76.69,79,69,4.88,broken clouds
701,Eyl,SO,7.9803,49.8164,77.4,62,100,23.87,overcast clouds
702,Nambucca Heads,AU,-30.65,153.0,73.17,46,0,6.42,clear sky
703,Beipiao,CN,41.7919,120.7792,72.5,89,100,0.87,overcast clouds
704,San Carlos De Bariloche,AR,-41.1456,-71.3082,26.35,74,0,5.75,clear sky
705,Praia Da Vitoria,PT,38.7333,-27.0667,71.76,90,66,6.98,broken clouds
706,Pyay,MM,18.8167,95.2167,87.42,67,84,6.85,broken clouds
707,Artyom,AZ,40.4723,50.333,78.94,68,96,8.77,overcast clouds
708,Burgos,ES,42.3394,-3.7079,52.21,100,90,13.8,mist
709,Nchelenge,ZM,-9.3451,28.734,59.34,56,0,7.65,clear sky
710,Maine-Soroa,NE,13.2114,12.0241,77.32,75,69,9.17,broken clouds
711,Wollongong,AU,-34.4333,150.8833,72.82,43,35,13.06,scattered clouds
